#
#"a"	"SZmin(2),Zmax(1) - deg [Mag]"	"SZmin(2),Zmax(1) - deg [Pha in deg.]"
#-------------------------------------------------------------------------
121.00000000000	0.90716161648991	-124.31979747228
122.00000000000	0.90796440939297	-122.33485153121
123.00000000000	0.90866606022734	-120.34025737940
124.00000000000	0.90928596222279	-118.39925997043
125.00000000000	0.90982174756409	-116.45033504532
126.00000000000	0.91043492580423	-114.47833586855
127.00000000000	0.91111979296509	-112.46636341918
128.00000000000	0.91155148682331	-110.56501024618
129.00000000000	0.91199870432715	-108.69065572297
130.00000000000	0.91229619425526	-106.82636394818
131.00000000000	0.91362129456316	-104.80493220052
132.00000000000	0.91340398784377	-103.07979610302
133.00000000000	0.91466909910065	-101.16829892615
134.00000000000	0.91469078173824	-99.373949395240
135.00000000000	0.91519881602809	-97.562168988215
136.00000000000	0.91667511196781	-95.689920793523
137.00000000000	0.91605598815125	-94.093873971909
138.00000000000	0.91663507086013	-92.294637398063
